Nama,Harga,Terjual,Kota,Link
100% ORIGINAL (PUPUK TANAMAN STROBERI TERBAIK) ISI 1 KILO – PUPUK FORTUNE ANTI LAYU BUSUK DAN RONTOK STROBERI PALING LARIS – PUPUK KALSIUM TEPUNG SEMPROT PALING LARIS DAN CEPAT PANEN – PUPUK TERBAIK ATASI BULAI PADA BUAH DAUN BATANG DLL PADA STROBERI UNTU,Rp30.000,,KOTA TASIKMALAYA,https://shopee.co.id/100-ORIGINAL-(PUPUK-TANAMAN-STROBERI-TERBAIK)-ISI-1-KILO-–-PUPUK-FORTUNE-ANTI-LAYU-BUSUK-DAN-RONTOK-STROBERI-PALING-LARIS-–-PUPUK-KALSIUM-TEPUNG-SEMPROT-PALING-LARIS-DAN-CEPAT-PANEN-–-PUPUK-TERBAIK-ATASI-BULAI-PADA-BUAH-DAUN-BATANG-DLL-PADA-STROBERI-UNTU-i.71340623.20073135645?sp_atk=421ef52f-c074-4aea-a509-00314e7b3eda&xptdk=421ef52f-c074-4aea-a509-00314e7b3eda
Pupuk Kalsium GARUDA Mesh 3500,Rp27.000,17 Terjual,KAB. BOYOLALI,https://shopee.co.id/Pupuk-Kalsium-GARUDA-Mesh-3500-i.192415667.5546216019?sp_atk=f90f12f0-f686-4640-9dd4-7e9a1a041d9e&xptdk=f90f12f0-f686-4640-9dd4-7e9a1a041d9e
1 Liter Pupuk Kalsium cair /  Calcium cair Plus Boron,Rp70.000,17 Terjual,KAB. NGANJUK,https://shopee.co.id/1-Liter-Pupuk-Kalsium-cair-Calcium-cair-Plus-Boron-i.10127576.2900277700?sp_atk=c50b5fd8-4d84-4bd2-ae30-0d64dc93bf7a&xptdk=c50b5fd8-4d84-4bd2-ae30-0d64dc93bf7a
Pupuk kalsium + boron Super CALBOR dari Agrisagira parahyangan . Isi 500gram,Rp35.525,38 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-kalsium-boron-Super-CALBOR-dari-Agrisagira-parahyangan-.-Isi-500gram-i.231758580.5440201158?sp_atk=56f7a480-bb22-4e2f-99c7-5e0ffbe1cdd3&xptdk=56f7a480-bb22-4e2f-99c7-5e0ffbe1cdd3
Pupuk KS 1 Kg Kalsium Nitrat Pupuk Cantik 1 Kg,Rp22.000,22 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-KS-1-Kg-Kalsium-Nitrat-Pupuk-Cantik-1-Kg-i.95689238.23701531270?sp_atk=d222fadd-038a-4682-8149-24b65f038115&xptdk=d222fadd-038a-4682-8149-24b65f038115
Pupuk Meroke Calnit Pupuk Kalsium Nitrat Nutrisi Pertumbuhan Tanaman Sayur Buah Bunga Repacking 30 gram,Rp999,42 Terjual,KAB. TULUNGAGUNG,https://shopee.co.id/Pupuk-Meroke-Calnit-Pupuk-Kalsium-Nitrat-Nutrisi-Pertumbuhan-Tanaman-Sayur-Buah-Bunga-Repacking-30-gram-i.71767729.13324215546?sp_atk=a2041f74-33da-44f5-a0a5-bd0306b6316a&xptdk=a2041f74-33da-44f5-a0a5-bd0306b6316a
Pupuk kalsium/calsium Manohara dan Putri 1kg,Rp30.000,4 Terjual,KAB. PROBOLINGGO,https://shopee.co.id/Pupuk-kalsium-calsium-Manohara-dan-Putri-1kg-i.319891181.12076160962?sp_atk=770db366-8bf8-47e4-8f42-37df6b582055&xptdk=770db366-8bf8-47e4-8f42-37df6b582055
Kalsium ManoHARA Pupuk,Rp30.000,9 Terjual,KOTA SURABAYA,https://shopee.co.id/Kalsium-ManoHARA-Pupuk-i.80050543.7758822616?sp_atk=d4b59a42-f68c-4a95-aeff-97075359ac9a&xptdk=d4b59a42-f68c-4a95-aeff-97075359ac9a
pupuk super kalsium + boron esmeralda call,Rp25.000,26 Terjual,KOTA DEPOK,https://shopee.co.id/pupuk-super-kalsium-boron-esmeralda-call-i.133082506.3168067249?sp_atk=e017fc23-adb6-462b-9f98-838291c4d8bd&xptdk=e017fc23-adb6-462b-9f98-838291c4d8bd
CALSIUM SUPER cap Tawon 1KG Kalsium super,Rp18.900,138 Terjual,KAB. KENDAL,https://shopee.co.id/CALSIUM-SUPER-cap-Tawon-1KG-Kalsium-super-i.18401868.6134565714?sp_atk=871686c6-82ac-4356-bd6f-116457246260&xptdk=871686c6-82ac-4356-bd6f-116457246260
Pupuk CNG Calcium Nitrat PAK TANI Saprotan Utama 1 KG,Rp24.500,31 Terjual,KAB. CILACAP,https://shopee.co.id/Pupuk-CNG-Calcium-Nitrat-PAK-TANI-Saprotan-Utama-1-KG-i.51246602.5454459100?sp_atk=bf9e9124-82dd-4872-aad8-614f6eec712f&xptdk=bf9e9124-82dd-4872-aad8-614f6eec712f
Cal Ha Calha Pupuk Kalsium Plus Asam Humat Humic Acid  1 Kg,Rp30.000,10 Terjual,KAB. SLEMAN,https://shopee.co.id/Cal-Ha-Calha-Pupuk-Kalsium-Plus-Asam-Humat-Humic-Acid-1-Kg-i.154078848.23509309260?sp_atk=5a9df042-568f-41ca-8e3b-f0bd3cae2184&xptdk=5a9df042-568f-41ca-8e3b-f0bd3cae2184
Pupuk Tanaman Pertanian HORTIGRO Calcium Fertilizer CNO - 1kg,Rp40.000,5 Terjual,KAB. BLITAR,https://shopee.co.id/Pupuk-Tanaman-Pertanian-HORTIGRO-Calcium-Fertilizer-CNO-1kg-i.46686316.1711820262?sp_atk=13ffb679-cbde-4f33-8831-d2779a98bd35&xptdk=13ffb679-cbde-4f33-8831-d2779a98bd35
CAL‐HA CALHA Pupuk Kalsium+Asam Humat 1 kg,Rp34.000,8 Terjual,KAB. KEDIRI,https://shopee.co.id/CAL‐HA-CALHA-Pupuk-Kalsium-Asam-Humat-1-kg-i.53387114.11089291605?sp_atk=ffbece16-0542-4a65-aca4-f9320821fc23&xptdk=ffbece16-0542-4a65-aca4-f9320821fc23
Pupuk Kalsium Ca Meroke Calnit 1 kg | Mencegah Kerontokan Bunga Durian,Rp28.000,,KAB. PURWOREJO,https://shopee.co.id/Pupuk-Kalsium-Ca-Meroke-Calnit-1-kg-Mencegah-Kerontokan-Bunga-Durian-i.397487929.3485902401?sp_atk=2f365d8d-d4e6-4235-8b89-3cc935d59330&xptdk=2f365d8d-d4e6-4235-8b89-3cc935d59330
"Manocalbor (Calcium Boron Fertilizer) Mencegah Rontok, Busuk & Jamur",Rp40.000,20 Terjual,KAB. BANDUNG,https://shopee.co.id/Manocalbor-(Calcium-Boron-Fertilizer)-Mencegah-Rontok-Busuk-Jamur-i.216799210.4767946549?sp_atk=9798d3df-a176-4d7c-998c-2e141712a18c&xptdk=9798d3df-a176-4d7c-998c-2e141712a18c
PUPUK KALSIUM NITRAT CNG 1 KG @KEMASAN PABRIK ORIGINAL ASLI,Rp20.000 - Rp60.000,3 Terjual,KAB. TUBAN,https://shopee.co.id/PUPUK-KALSIUM-NITRAT-CNG-1-KG-KEMASAN-PABRIK-ORIGINAL-ASLI-i.104364311.21767402255?sp_atk=2f87c5f0-e6d2-42c6-98c1-02802a721f5d&xptdk=2f87c5f0-e6d2-42c6-98c1-02802a721f5d
Kalsium Boron Mano Calbor ManoCalbor 1 Kg Calsium Plus Boron MURAH,Rp24.000,31 Terjual,KAB. MADIUN,https://shopee.co.id/Kalsium-Boron-Mano-Calbor-ManoCalbor-1-Kg-Calsium-Plus-Boron-MURAH-i.95689238.12702277806?sp_atk=61f1c5cd-2a9b-4548-a331-a57c4c132797&xptdk=61f1c5cd-2a9b-4548-a331-a57c4c132797
PUPUK CANTIK / KALSIUM,Rp21.000,9 Terjual,KAB. SIDOARJO,https://shopee.co.id/PUPUK-CANTIK-KALSIUM-i.48093142.11732686856?sp_atk=4455907b-61d4-480d-a23a-5362e8591486&xptdk=4455907b-61d4-480d-a23a-5362e8591486
PUPUK KALSIUM+BORON ZINC,Rp34.900,6 Terjual,KAB. BANDUNG,https://shopee.co.id/PUPUK-KALSIUM-BORON-ZINC-i.49550723.4561428927?sp_atk=68b52608-0c6c-4bbe-af28-095181e3c024&xptdk=68b52608-0c6c-4bbe-af28-095181e3c024
Pupuk Kalsium Nitrat KARATE PLUS BORONI (1 kg) REPACK,Rp85.000,23 Terjual,KOTA TANGERANG SELATAN,https://shopee.co.id/Pupuk-Kalsium-Nitrat-KARATE-PLUS-BORONI-(1-kg)-REPACK-i.378814761.4078805140?sp_atk=9ff19f48-919d-4c24-838a-8ee37598103f&xptdk=9ff19f48-919d-4c24-838a-8ee37598103f
pupuk Kalsium Original Murni 99 Ukuran 1kg calsium 99,Rp15.500,,KAB. BOGOR,https://shopee.co.id/pupuk-Kalsium-Original-Murni-99-Ukuran-1kg-calsium-99-i.550922247.16942570622?sp_atk=0ced51ad-d564-4c7a-a77a-00036bb9c6b8&xptdk=0ced51ad-d564-4c7a-a77a-00036bb9c6b8
CNG CN-G 1 KG PUPUK KALSIUM NITRAT CAP PAK TANI,Rp30.000,4 Terjual,KAB. LOMBOK TIMUR,https://shopee.co.id/CNG-CN-G-1-KG-PUPUK-KALSIUM-NITRAT-CAP-PAK-TANI-i.645509104.20437331065?sp_atk=70416e14-18b8-4b0d-942d-a84fc0b4de99&xptdk=70416e14-18b8-4b0d-942d-a84fc0b4de99
Pupuk CANTIK Daun Buah Bunga Pupuk Calcium Ammonium Nitrate 1kg,Rp27.000,8 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-CANTIK-Daun-Buah-Bunga-Pupuk-Calcium-Ammonium-Nitrate-1kg-i.483391351.17936056479?sp_atk=ba1b434f-9121-4155-b80d-c07d04af7744&xptdk=ba1b434f-9121-4155-b80d-c07d04af7744
Best Produk] Pupuk Kalsium/Calsium Mikro Prima Mpm-855 1Kg Terlaris,Rp63.000,3 Terjual,KOTA MAKASSAR,https://shopee.co.id/Best-Produk-Pupuk-Kalsium-Calsium-Mikro-Prima-Mpm-855-1Kg-Terlaris-i.153100134.3357312179?sp_atk=44a464c5-c53e-45c6-a720-dbfe3ba785f5&xptdk=44a464c5-c53e-45c6-a720-dbfe3ba785f5
(Good Farming) Pupuk Buah Kalsium Go-Cal 1 kg Anti Rontok Bunga,Rp21.998,18 Terjual,KAB. CILACAP,https://shopee.co.id/(Good-Farming)-Pupuk-Buah-Kalsium-Go-Cal-1-kg-Anti-Rontok-Bunga-i.301521715.6557721593?sp_atk=d5d60c47-15d7-4e04-a6e7-bff3c38917e9&xptdk=d5d60c47-15d7-4e04-a6e7-bff3c38917e9
"Pupuk Booster Buah Durian Fortune Calsium Nutrisi Mikro 250 Gr, Pupuk Pelebat Buah Durian Musang king Anti Rontok",Rp35.000,9 Terjual,KAB. KEBUMEN,https://shopee.co.id/Pupuk-Booster-Buah-Durian-Fortune-Calsium-Nutrisi-Mikro-250-Gr-Pupuk-Pelebat-Buah-Durian-Musang-king-Anti-Rontok-i.393335046.6684446837?sp_atk=ba6f1311-14c6-42df-ba32-9d825da9036b&xptdk=ba6f1311-14c6-42df-ba32-9d825da9036b
Pupuk Dolomit Kalsium Ca 54% Magnesium Mg 18% Fertilizer Kapur Pertanian Repacking PH Up,Rp3.500 - Rp6.500,175 Terjual,KOTA DEPOK,https://shopee.co.id/Pupuk-Dolomit-Kalsium-Ca-54-Magnesium-Mg-18-Fertilizer-Kapur-Pertanian-Repacking-PH-Up-i.4006702.5016311605?sp_atk=191a5ec0-836a-42b9-9dc3-1851534778f0&xptdk=191a5ec0-836a-42b9-9dc3-1851534778f0
ANTIRON CALSIUM 95% SUPER,Rp25.000,14 Terjual,KAB. BOGOR,https://shopee.co.id/ANTIRON-CALSIUM-95-SUPER-i.24950517.7635933139?sp_atk=9f656967-a70d-478a-85b9-c2c1a9d54c71&xptdk=9f656967-a70d-478a-85b9-c2c1a9d54c71
Pupuk Kalsium Super KNO3 Putih Cair 1 Liter,Rp35.000,14 Terjual,KAB. JEMBER,https://shopee.co.id/Pupuk-Kalsium-Super-KNO3-Putih-Cair-1-Liter-i.127304038.13868365064?sp_atk=5a11fc71-6a9b-4e20-9d03-3b281742a2d3&xptdk=5a11fc71-6a9b-4e20-9d03-3b281742a2d3
Pupuk kalsi gro 98 kalsium boron Repacking 80gr,Rp5.000,31 Terjual,KAB. PEKALONGAN,https://shopee.co.id/Pupuk-kalsi-gro-98-kalsium-boron-Repacking-80gr-i.309260336.10220648793?sp_atk=65c23c60-15be-4ed9-9843-7b437a97bdb3&xptdk=65c23c60-15be-4ed9-9843-7b437a97bdb3
"VERTI-GROW 500 ML Pupuk Kalsium Pelebat Buah dan Sayur Tanpa Rontok Untuk Semua Tanaman - Kalsium Tanaman Terbaik Melebatkan Tanpa Layu dan Penyakitan Tanaman Cabe, Tomat, Bayam, Sawi, Terong, Timun dan Semua Tanaman",Rp30.000,10 Terjual,KOTA TASIKMALAYA,https://shopee.co.id/VERTI-GROW-500-ML-Pupuk-Kalsium-Pelebat-Buah-dan-Sayur-Tanpa-Rontok-Untuk-Semua-Tanaman-Kalsium-Tanaman-Terbaik-Melebatkan-Tanpa-Layu-dan-Penyakitan-Tanaman-Cabe-Tomat-Bayam-Sawi-Terong-Timun-dan-Semua-Tanaman-i.222528825.10764708981?sp_atk=b269f143-7772-49f0-9dc0-c95e17c6c8c0&xptdk=b269f143-7772-49f0-9dc0-c95e17c6c8c0
Pupuk Kalsium CALBRO Kemasan 1Kg,Rp15.000,,KAB. KLATEN,https://shopee.co.id/Pupuk-Kalsium-CALBRO-Kemasan-1Kg-i.115187189.22901406582?sp_atk=d1966649-03c1-434b-b0a0-5d35330579f1&xptdk=d1966649-03c1-434b-b0a0-5d35330579f1
Pupuk CNG CN-G Kalsium Nitrat Pak Tani Kemasan 1 Kg,Rp23.000,,KOTA BLITAR,https://shopee.co.id/Pupuk-CNG-CN-G-Kalsium-Nitrat-Pak-Tani-Kemasan-1-Kg-i.232375292.22726012465?sp_atk=27099e27-5b41-491b-a0c7-485c2bb9db1f&xptdk=27099e27-5b41-491b-a0c7-485c2bb9db1f
"Pupuk Calsium Super Cap Tawon 1000 Gram
T

",Rp19.000,3 Terjual,KAB. PADANG PARIAMAN,https://shopee.co.id/Pupuk-Calsium-Super-Cap-Tawon-1000-Gram-T-i.844944079.20540577856?sp_atk=e570ac1b-bcc8-4b41-a6d5-75e463268064&xptdk=e570ac1b-bcc8-4b41-a6d5-75e463268064
Pupuk Nitrat Kalsium Cng ( Cn-G ) Paktani 1 Kg / Obat Pencegah Jamur Penyakit Dan Jadi Peningkat Kualtas Panen - Menjaga Ketahanan Akar Pada Tanaman Buah Serta Hidroponik,Rp23.000,5 Terjual,KAB. MAGELANG,https://shopee.co.id/Pupuk-Nitrat-Kalsium-Cng-(-Cn-G-)-Paktani-1-Kg-Obat-Pencegah-Jamur-Penyakit-Dan-Jadi-Peningkat-Kualtas-Panen-Menjaga-Ketahanan-Akar-Pada-Tanaman-Buah-Serta-Hidroponik-i.290867865.23013097248?sp_atk=ba6b805d-e376-4f91-b0eb-f901602bb70d&xptdk=ba6b805d-e376-4f91-b0eb-f901602bb70d
PUPUK KALSIUM NITRAT CN-G 1kg,Rp33.504,4 Terjual,KAB. BALANGAN,https://shopee.co.id/PUPUK-KALSIUM-NITRAT-CN-G-1kg-i.536181535.21702589981?sp_atk=0a052e83-6c37-4c04-aa98-3a7ad48ff699&xptdk=0a052e83-6c37-4c04-aa98-3a7ad48ff699
PUPUK KALSIUM MALIKA ISI 1 KG DILENGKAPI DENGAN BORON DAN HUMIC ACID,Rp35.000,,KAB. BANDUNG BARAT,https://shopee.co.id/PUPUK-KALSIUM-MALIKA-ISI-1-KG-DILENGKAPI-DENGAN-BORON-DAN-HUMIC-ACID-i.393365812.18571620333?sp_atk=02351dfc-ec68-445b-bf49-0b13ac2960b9&xptdk=02351dfc-ec68-445b-bf49-0b13ac2960b9
"GJ34D PUPUK INA ASLI STOK  BARU (250gram) GREEN NPK, PHOSPOR, KALIUM, CA, CU2O, HYDRO, Zn, XIMOXANIL, CALSIUM",Rp155.999,,KOTA JAKARTA PUSAT,https://shopee.co.id/GJ34D-PUPUK-INA-ASLI-STOK-BARU-(250gram)-GREEN-NPK-PHOSPOR-KALIUM-CA-CU2O-HYDRO-Zn-XIMOXANIL-CALSIUM-i.336054240.23426107396?sp_atk=fea47b0e-7837-460c-9845-d7be804ba0ca&xptdk=fea47b0e-7837-460c-9845-d7be804ba0ca
pupuk calnitbor calsium nitrat dan boron 500gr,Rp30.000,20 Terjual,KOTA MALANG,https://shopee.co.id/pupuk-calnitbor-calsium-nitrat-dan-boron-500gr-i.777209952.19940607092?sp_atk=d7075d66-78cf-40f3-aaf2-d82ae328fd67&xptdk=d7075d66-78cf-40f3-aaf2-d82ae328fd67
Kalsium Cap Kumbang 1kg,Rp20.000,13 Terjual,KAB. BOJONEGORO,https://shopee.co.id/Kalsium-Cap-Kumbang-1kg-i.40363270.777711994?sp_atk=3f3d101e-7574-4788-83b2-74fe9a0421d7&xptdk=3f3d101e-7574-4788-83b2-74fe9a0421d7
PUPUK KALSIUM MURNI 99 1kg,Rp23.000,2 Terjual,KOTA BANDAR LAMPUNG,https://shopee.co.id/PUPUK-KALSIUM-MURNI-99-1kg-i.742571039.16185660901?sp_atk=86a16245-eae6-4cc3-be5f-ead753ec0f39&xptdk=86a16245-eae6-4cc3-be5f-ead753ec0f39
Pupuk Calsium + Asam Humat CAL HA  1KG,Rp30.000,41 Terjual,KAB. WONOSOBO,https://shopee.co.id/Pupuk-Calsium-Asam-Humat-CAL-HA-1KG-i.552334544.12221053876?sp_atk=1c39b488-3459-499c-9a13-d55fa35a9cea&xptdk=1c39b488-3459-499c-9a13-d55fa35a9cea
Pupuk Kalsium Nitrat CNG 1 KG - Saprotan Utama,Rp28.000,25 Terjual,KOTA METRO,https://shopee.co.id/Pupuk-Kalsium-Nitrat-CNG-1-KG-Saprotan-Utama-i.402589188.6883684404?sp_atk=32bb682f-02d5-4c04-ad36-3b09463523ce&xptdk=32bb682f-02d5-4c04-ad36-3b09463523ce
KARATE PLUS BORONI 250 gram / YARALIVA NITRABOR/PUPUK BORON / KALSIUM NITRAT BORON,Rp6.500,14 Terjual,KAB. KULON PROGO,https://shopee.co.id/KARATE-PLUS-BORONI-250-gram-YARALIVA-NITRABOR-PUPUK-BORON-KALSIUM-NITRAT-BORON-i.30561193.10149894666?sp_atk=ac310a5b-981e-4d6d-9057-aa18368abdce&xptdk=ac310a5b-981e-4d6d-9057-aa18368abdce
Pupuk ManoHara Mesh 2500 ( Calsium Boron Fertilizer ),Rp30.000,19 Terjual,KAB. BOGOR,https://shopee.co.id/Pupuk-ManoHara-Mesh-2500-(-Calsium-Boron-Fertilizer-)-i.18326858.482417720?sp_atk=d3600866-a3cc-4a59-9425-e489340f75e3&xptdk=d3600866-a3cc-4a59-9425-e489340f75e3
Pupuk Tanaman Pertanian HORTIGRO Calcium Fertilizer CNO,Rp37.500,,KAB. BLITAR,https://shopee.co.id/Pupuk-Tanaman-Pertanian-HORTIGRO-Calcium-Fertilizer-CNO-i.286831112.3549650450?sp_atk=6fce2c85-81de-4932-9f8f-8b78354dc105&xptdk=6fce2c85-81de-4932-9f8f-8b78354dc105
Pupuk Kalsium Nitrat CN-G kemasan 1 kg,Rp29.999,46 Terjual,KAB. CILACAP,https://shopee.co.id/Pupuk-Kalsium-Nitrat-CN-G-kemasan-1-kg-i.17478093.401781520?sp_atk=3edc08c6-f771-47ea-93c3-f88831c084ad&xptdk=3edc08c6-f771-47ea-93c3-f88831c084ad
Pupuk Kalsium Java Higros 1 Kg,Rp44.999,15 Terjual,KOTA BANDUNG,https://shopee.co.id/Pupuk-Kalsium-Java-Higros-1-Kg-i.110139096.7210630795?sp_atk=8f3bdb2a-49eb-4399-bc9b-2c06c4b0b9d4&xptdk=8f3bdb2a-49eb-4399-bc9b-2c06c4b0b9d4
Calsium CN-G Pupuk Kalsium Nitrat (Green House Grade) 1 kg,Rp25.000,7 Terjual,KAB. BLITAR,https://shopee.co.id/Calsium-CN-G-Pupuk-Kalsium-Nitrat-(Green-House-Grade)-1-kg-i.60720474.6768569719?sp_atk=d6e3c20f-9803-4592-bc12-ad1c99ba1816&xptdk=d6e3c20f-9803-4592-bc12-ad1c99ba1816
Pupuk Kandang Pupuk Organik Pupuk Kompos Pupuk Tanaman Pupuk Hayati Kalsium Daun Hidroponik KCL A213,Rp3.990,45 Terjual,KOTA SURABAYA,https://shopee.co.id/Pupuk-Kandang-Pupuk-Organik-Pupuk-Kompos-Pupuk-Tanaman-Pupuk-Hayati-Kalsium-Daun-Hidroponik-KCL-A213-i.85637279.5447016918?sp_atk=4b41c019-f899-49b3-8bd3-96e9393ae38c&xptdk=4b41c019-f899-49b3-8bd3-96e9393ae38c
TOPCALSI KEMASAN 2KG | CALCIUM FERTILIZER + BORON,Rp27.500,11 Terjual,KOTA MALANG,https://shopee.co.id/TOPCALSI-KEMASAN-2KG-CALCIUM-FERTILIZER-BORON-i.225860529.14948729521?sp_atk=d33798d1-f42a-4043-b2cd-67355038d084&xptdk=d33798d1-f42a-4043-b2cd-67355038d084
Pupuk Calsium Nitrate / Kalsium Nitrat Calnit Kemasan Zak 25 kg Meroke,Rp3.750.000,1 Terjual,KOTA BEKASI,https://shopee.co.id/Pupuk-Calsium-Nitrate-Kalsium-Nitrat-Calnit-Kemasan-Zak-25-kg-Meroke-i.98973604.13309107730?sp_atk=00a9f99d-7235-48da-92e6-186615f10002&xptdk=00a9f99d-7235-48da-92e6-186615f10002
CALSIUM SUPER - HARA GARUDA MESH 3500 - 1KG - LABA kalsium super lembut anti rontok,Rp36.000,3 Terjual,KAB. BANDUNG,https://shopee.co.id/CALSIUM-SUPER-HARA-GARUDA-MESH-3500-1KG-LABA-kalsium-super-lembut-anti-rontok-i.309098244.13243934484?sp_atk=21198ab2-329f-4bf6-af48-385ae6694bad&xptdk=21198ab2-329f-4bf6-af48-385ae6694bad
"PUPUK anti rontok buah, Nutrisi kalsium pengendali penyakit busuk buah cabai",Rp35.000,28 Terjual,KAB. KEBUMEN,https://shopee.co.id/PUPUK-anti-rontok-buah-Nutrisi-kalsium-pengendali-penyakit-busuk-buah-cabai-i.332175026.4182363025?sp_atk=723e8972-23d6-4e5f-b327-479b5bb1e014&xptdk=723e8972-23d6-4e5f-b327-479b5bb1e014
Pupuk Pertanian Pupuk calsium pupuk tanaman buah calsium tanaman pupuk buah cegah rontok Protecal,Rp30.000,5 Terjual,KAB. KEDIRI,https://shopee.co.id/Pupuk-Pertanian-Pupuk-calsium-pupuk-tanaman-buah-calsium-tanaman-pupuk-buah-cegah-rontok-Protecal-i.138982696.7054646531?sp_atk=2a6c8702-2226-4b39-97e3-7fa0d099beef&xptdk=2a6c8702-2226-4b39-97e3-7fa0d099beef
Pupuk Cantik Calsium Amonium Nitrat 1 Kg,Rp28.000,39 Terjual,KAB. MADIUN,https://shopee.co.id/Pupuk-Cantik-Calsium-Amonium-Nitrat-1-Kg-i.95689238.6937773567?sp_atk=bded9f92-c084-4568-9e01-f6b591bdfa19&xptdk=bded9f92-c084-4568-9e01-f6b591bdfa19
Pupuk Kalsium Boron MANOHARA 1kg,Rp20.000,15 Terjual,KAB. WONOSOBO,https://shopee.co.id/Pupuk-Kalsium-Boron-MANOHARA-1kg-i.146812336.15446549032?sp_atk=7ce820d0-c70a-4089-809c-f1edb7c570b1&xptdk=7ce820d0-c70a-4089-809c-f1edb7c570b1
Pupuk CalsiMat Kalsium Granule dan Humic Acid 2 Kg - Subur Indo Amerta,Rp40.000,,KOTA TANGERANG SELATAN,https://shopee.co.id/Pupuk-CalsiMat-Kalsium-Granule-dan-Humic-Acid-2-Kg-Subur-Indo-Amerta-i.8710338.18647219107?sp_atk=0f17f8cb-b090-40a5-aad0-66beaecab36c&xptdk=0f17f8cb-b090-40a5-aad0-66beaecab36c
"CALCIUM FERTILIZER 99% ""NATURAL"" 1Kg",Rp35.000,9 Terjual,KOTA BATU,https://shopee.co.id/CALCIUM-FERTILIZER-99-NATURAL-1Kg-i.288074683.4251756451?sp_atk=59627ac7-85ef-45cd-a74e-3cb034c1d55d&xptdk=59627ac7-85ef-45cd-a74e-3cb034c1d55d
Pupuk CNG Kalsium NitratT,Rp29.000,6 Terjual,KOTA SURAKARTA (SOLO),https://shopee.co.id/Pupuk-CNG-Kalsium-NitratT-i.70524223.1195448282?sp_atk=5ee66edd-daf6-48fd-9a63-5d0c54fc7155&xptdk=5ee66edd-daf6-48fd-9a63-5d0c54fc7155
CaC2 Kalsium Karbida 100 gr,Rp48.000,4 Terjual,KAB. TANGERANG,https://shopee.co.id/CaC2-Kalsium-Karbida-100-gr-i.320332467.13294233097?sp_atk=a86190a2-a520-4e9d-8caf-1f66723418bc&xptdk=a86190a2-a520-4e9d-8caf-1f66723418bc
Calsium super,Rp11.000,88 Terjual,KAB. MALANG,https://shopee.co.id/Calsium-super-i.216567227.5035748597?sp_atk=63a6ee8b-54d3-45b2-a8fa-73c12c04df35&xptdk=63a6ee8b-54d3-45b2-a8fa-73c12c04df35
Pupuk Calsium Cair Calsus 1 liter,Rp42.000,5 Terjual,KOTA KEDIRI,https://shopee.co.id/Pupuk-Calsium-Cair-Calsus-1-liter-i.100685559.13553611941?sp_atk=6958423b-066d-417a-b736-aa58f81eeb3b&xptdk=6958423b-066d-417a-b736-aa58f81eeb3b
Pupuk Manohara 1 Kg Kemasan Pabrik Kalsium Boron,Rp17.990,3 Terjual,KAB. BOGOR,https://shopee.co.id/Pupuk-Manohara-1-Kg-Kemasan-Pabrik-Kalsium-Boron-i.550922247.16642569183?sp_atk=11269ac2-b61b-4e14-93f9-2ba95cd45972&xptdk=11269ac2-b61b-4e14-93f9-2ba95cd45972
Pupuk Calsium Higros 1kg,Rp50.000,3 Terjual,KOTA PALEMBANG,https://shopee.co.id/Pupuk-Calsium-Higros-1kg-i.27565463.20127535371?sp_atk=9ce9a8d8-5ac3-48bc-881a-66132318a8d0&xptdk=9ce9a8d8-5ac3-48bc-881a-66132318a8d0
Pupuk Suryacal anti rontok bunga buah Kalsium Tanaman Calsium Tanah 1KG,Rp22.000,55 Terjual,KAB. BLORA,https://shopee.co.id/Pupuk-Suryacal-anti-rontok-bunga-buah-Kalsium-Tanaman-Calsium-Tanah-1KG-i.162939382.5910330342?sp_atk=6af76568-bcb8-4306-b7b0-b81b08759b18&xptdk=6af76568-bcb8-4306-b7b0-b81b08759b18
TT99 Pupuk FERTIKALI 2 kg merupakan campuran dari KNO3 dan kalsium produksi Saprotan utama pak tani,Rp60.000,,KOTA SURABAYA,https://shopee.co.id/TT99-Pupuk-FERTIKALI-2-kg-merupakan-campuran-dari-KNO3-dan-kalsium-produksi-Saprotan-utama-pak-tani-i.4255205.21730744496?sp_atk=bf01f766-3c25-4f6d-9980-815fc76323e4&xptdk=bf01f766-3c25-4f6d-9980-815fc76323e4
Hummer kalsium plus fungisida 1 kg,Rp55.000,44 Terjual,KAB. JEMBER,https://shopee.co.id/Hummer-kalsium-plus-fungisida-1-kg-i.98708355.11969403625?sp_atk=25eea3f4-4b2f-4b82-9506-cb44020872f3&xptdk=25eea3f4-4b2f-4b82-9506-cb44020872f3
Calsium tanaman Calsimixx plus mikro boron,Rp19.000,4 Terjual,KAB. JEMBER,https://shopee.co.id/Calsium-tanaman-Calsimixx-plus-mikro-boron-i.12709667.8807829332?sp_atk=74e33e23-2db6-4d68-a6ee-5b2bb0da3189&xptdk=74e33e23-2db6-4d68-a6ee-5b2bb0da3189
Super Calcium Nutrisi ( Pupuk Organik),Rp20.000,7 Terjual,KAB. BOGOR,https://shopee.co.id/Super-Calcium-Nutrisi-(-Pupuk-Organik)-i.77234471.5561269868?sp_atk=1f29ec25-412e-4442-8212-1ac4a70c4049&xptdk=1f29ec25-412e-4442-8212-1ac4a70c4049
